text,aspect,label,
"Our spastic waiter was running around like a chicken with his head cut off, and, thus, slow to take our order, slow to bring us our drinks (they sat on the bar for 5-10 minutes) and slow to get us the water we had to ask for repeatedly.",food,neutral,TRAINU_01914_002
"Our spastic waiter was running around like a chicken with his head cut off, and, thus, slow to take our order, slow to bring us our drinks (they sat on the bar for 5-10 minutes) and slow to get us the water we had to ask for repeatedly.",place,neutral,TRAINU_01914_003
"nice and cozy place but the soup was cold, the pizza was cold.",place,positive,TRAINU_01916_001
"nice and cozy place but the soup was cold, the pizza was cold.",food,negative,TRAINU_01916_002
The Food Surprisingly tasty Texas-style barbecue gives this place culinary flexibility beyond that of most wrap-and-burrito shacks.,food,positive,TRAINU_01917_001
I asked one of the more elderly managers what we were eating and he joked that he didn't really know so he referred someone else to us who basically repeated what was written in the menu.,staff,negative,TRAINU_01918_001
I asked one of the more elderly managers what we were eating and he joked that he didn't really know so he referred someone else to us who basically repeated what was written in the menu.,menu,neutral,TRAINU_01918_002
We tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu.,staff,negative,TRAINU_01919_001
We tried to place the order and the waiter had no clue what we wanted even though we pointed it out on the menu.,menu,neutral,TRAINU_01919_002
"If coming to Tea and Anthipathy (yea u heard me) during conventional dining hours, expect a good long wait on the curb till tables open up.",food,neutral,TRAINU_01920_001
"The pizzas are a MUST TRY, hence the name.",food,positive,TRAINU_01921_001
"The only thing that I was unhappy about was that one time, the restaurant received a delivery of supplies and the rolled it in through the dining area into the back kitchen, with the deliverymen shouting loud things to each other in chinese.",place,neutral,TRAINU_01922_001
"The only thing that I was unhappy about was that one time, the restaurant received a delivery of supplies and the rolled it in through the dining area into the back kitchen, with the deliverymen shouting loud things to each other in chinese.",staff,negative,TRAINU_01922_002
"When we followed the waiter to get back the card, the Manager explained that their machine did work, but someone else's bill was charged on our card (total charge=$140).",staff,negative,TRAINU_01923_001
"When we followed the waiter to get back the card, the Manager explained that their machine did work, but someone else's bill was charged on our card (total charge=$140).",miscellaneous,neutral,TRAINU_01923_002
"When we followed the waiter to get back the card, the Manager explained that their machine did work, but someone else's bill was charged on our card (total charge=$140).",price,neutral,TRAINU_01923_003
"Expect to be cramped and you may have to wait a little for your food, but the service is really friendly and helpful.",food,neutral,TRAINU_01924_001
"Expect to be cramped and you may have to wait a little for your food, but the service is really friendly and helpful.",service,positive,TRAINU_01924_002
"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",staff,negative,TRAINU_01925_001
"40 minutes later, the waitress finally looked at our table and we asked about our dishes.",food,neutral,TRAINU_01925_002
This is of course after waiting forever for menus and eventually having to ask for them.,service,neutral,TRAINU_01927_001
This is of course after waiting forever for menus and eventually having to ask for them.,menu,neutral,TRAINU_01927_002
"Chances are the garden out back is hopping, with happy Slopers sipping wines that start less than $20 per bottle and munching on more than a dozen kinds of pressed sandwiches.",food,neutral,TRAINU_01928_001
The service was average and the tables are really close together (but who cares when the food is this good).,food,positive,TRAINU_01929_002
"Food - mostly steak and fish - is decent, but the portions are obscene - filet mignon and salmon were HUGE, but they don't come with any side dishes - you have to order and pay extra for them which is inconvenient and expensive.",food,positive,TRAINU_01930_001
"Food - mostly steak and fish - is decent, but the portions are obscene - filet mignon and salmon were HUGE, but they don't come with any side dishes - you have to order and pay extra for them which is inconvenient and expensive.",miscellaneous,negative,TRAINU_01930_002
"The prices were outrageous, but we assumed the quality would be commensurate, so we ordered.",price,negative,TRAINU_01932_001
"Teenie weenie overpriced appetizers were served at an agonizingly slow pace, one at a time 30 minutes between each.",service,negative,TRAINU_01933_002
"The waiter did not know the menu, and was very unaccomidating about substutions.",staff,negative,TRAINU_01934_001
"The waiter did not know the menu, and was very unaccomidating about substutions.",menu,neutral,TRAINU_01934_002
Nice decor - but the place is so crowded and noisy you can't enjoy it.,ambience,positive,TRAINU_01935_001
Nice decor - but the place is so crowded and noisy you can't enjoy it.,place,positive,TRAINU_01935_002
Your drink is at your fingertips and you don't have to wait for the waitress to come back with your cocktail.,food,neutral,TRAINU_01936_001
"The atmosphere is still to die for, but the wine list has so clearly been pared down and marked up (as a result of higher foot traffic brought in by lots of rave reviews in local publications, perhaps?",ambience,positive,TRAINU_01937_001
"I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.",staff,negative,TRAINU_01938_001
"I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.",place,neutral,TRAINU_01938_002
"I only saw one waitress for the entire place, and small as it is, she only came to our table to take our order and take away plates, not once asking us if our food was to our liking.",food,neutral,TRAINU_01938_003
The manager came over to our table at the end of our entree course to get our review.,staff,negative,TRAINU_01939_001
The manager came over to our table at the end of our entree course to get our review.,food,neutral,TRAINU_01939_002
Same quality for 1/3 the price and a realistic atmosphere.,price,neutral,TRAINU_01940_001
